ID,SAMPLE_NUM,BAT,TEMP,PH,DO,LATITUD,LONGITUD,COND,ORP,DATE
"SW1,218.0,39.0,29.9,9.71,115.4,0.0,0.0,1239.0,0.175,""2021-06-11 14:52:10.128795"""
"SW1,219.0,39.0,29.94,9.71,115.3,0.0,0.0,1238.7,0.175,""2021-06-11 14:52:22.684025"""
"SW1,220.0,39.0,29.95,9.71,114.8,0.0,0.0,1237.5,0.175,""2021-06-11 14:52:35.719935"""
"SW1,221.0,39.0,29.98,9.7,115.2,0.0,0.0,1237.9,0.175,""2021-06-11 14:52:48.274590"""
"SW1,222.0,39.0,30.01,9.7,115.0,0.0,0.0,1238.0,0.175,""2021-06-11 14:53:00.830789"""
"SW1,223.0,39.0,30.03,9.71,115.0,0.0,0.0,1238.2,0.175,""2021-06-11 14:53:13.367354"""
"SW1,224.0,39.0,30.04,9.71,113.3,0.0,0.0,1239.0,0.175,""2021-06-11 14:53:26.405417"""
"SW1,225.0,39.0,30.05,9.71,114.8,0.0,0.0,1237.6,0.175,""2021-06-11 14:53:38.937854"""
"SW1,226.0,39.0,30.06,9.71,113.1,0.0,0.0,1238.0,0.175,""2021-06-11 14:53:51.473200"""
"SW1,227.0,39.0,30.04,9.71,110.9,0.0,0.0,1237.6,0.175,""2021-06-11 14:54:04.511421"""
"SW1,228.0,39.0,30.07,9.71,110.8,0.0,0.0,1237.3,0.175,""2021-06-11 14:54:17.054543"""
"SW1,229.0,39.0,30.1,9.7,110.5,0.0,0.0,1237.6,0.175,""2021-06-11 14:54:29.613850"""
"SW1,230.0,39.0,30.1,9.7,113.4,0.0,0.0,1236.3,0.175,""2021-06-11 14:54:42.171949"""
"SW1,231.0,39.0,30.09,9.7,112.9,0.0,0.0,1237.6,0.175,""2021-06-11 14:54:55.232601"""
"SW1,232.0,39.0,30.12,9.7,110.5,0.0,0.0,1236.8,0.175,""2021-06-11 14:55:07.791820"""
